cliente_id,nome,cidade 
139552,Talita  Zanetti Ramalho,Dores do Rio Preto
139553,Mirela  Moura ,Fortaleza
139554,Israel Kleber Farias Bittencourt,Barrolândia
139555,Luana  Freitas ,Rio de Janeiro
139556,Pietra Fernanda Ibiapina ,Sorriso
139557,Zenaide Graziella Marques Nunes,Triunfo
139558,Vitor  Aguiar Barbosa,Nova Nazaré
139559,Kauã Dante Silva Melo,Barcelona
139560,Yasmina  Quintana Melo,Montanha
139561,Luan Davi Nascimento ,Capitão Gervásio Oliveira
139562,Cristiano Davi Bittencourt ,Russas
139563,Dante Eric Pereira Castro,Chapecó
139564,Cristian Tadeu Brandão ,Curitiba
139565,Mirela  Oliveira Santana,Belo Horizonte
139566,Allan Pedro Noronha ,Santo Antônio do Aventureiro
139567,Orlando Vitor Miranda Drummond,Porto Alegre
139568,Hugo Miguel Jardim Farias,Curitiba
139569,Hélio  Bragança Pereira,Alto Paraná
139570,Ricardo  Abreu ,Brasília
139571,Daniela  Ramos Batista,Igreja Nova
139572,Isabela Queila Abreu ,Gravatal
139573,Betina  Queiroz Costa,Ferros
139574,Igor Joaquim Camargo Vieira,Jesúpolis
139575,Matheus  Ibiapina Coelho,Alto Paraíso de Goiás
139576,Otávio  Farias Ribeiro,Magda
139577,Theo Rian Marques ,Monte Alto
139578,Tereza  Santos Moreira,Vale do Paraíso
139579,João Quirino Meireles Campos,Cerrito
139580,Jonas  Neves Haddad,Jaramataia
139581,Francisco  Azevedo Cordeiro,Cataguases
139582,Tainá Yasmin Borges Santana,Ponto Chique
139583,Washington  Macedo Cardoso,Poconé
139584,Alexandre Ueliton Prado Pimentel,Sapucaia
139585,Laís Vanessa Costa ,Berizal
139586,Ayla Catarina Miranda Ramalho,Brasília
139587,Maurício  Siqueira Souza,Ilhota
139588,Manoel Elias Azevedo ,Assunção do Piauí
139589,Nathan Jefferson Viana Cavalcante,Junqueiro
139590,Lázaro Tomás Nunes Moreira,Salvador
139591,Juliano Sérgio Nascimento Santos,Boa Vista do Buricá
139592,Alessandro Breno Bittencourt ,Rio Grande do Piauí
139593,Valentina Raquel Teixeira Brandão,Santo Antônio do Sudoeste
139594,Daniela Waleska Klein ,Ivolândia
139595,Clara  Araújo Garcia,Santo Antônio da Barra
139596,Hugo  Pimentel Rossi,Doresópolis
139597,Bernardo  Azevedo ,Oscar Bressane
139598,Rogério  Rossi Prado,Recife
139599,Aliani Yuri Gabriel Rangel ,Patu
139600,Vitor  Guimarães Junqueira,Três Barras do Paraná
139601,Gisele  Bittencourt ,Santa Cecília do Pavão
139602,Nicole Manuela Moreira Costa,Ibicuí
139603,Nicole Zara Peixoto ,Cristalândia
139604,Zaid Theo Siqueira Viana,Bom Jesus da Penha
139605,Andressa  Quaresma Caldas,Pinhal de São Bento
139606,Gael  Caldas Damasceno,Castro
139607,Ricardo  Carvalho Macedo,Japi
139608,Aurora Zilda Azevedo ,Conquista D'Oeste
139609,Kaique Xavier Santos Valente,Uiraúna
139610,Bernardo Matheus Garcia Ferreira,Goianésia
139611,Olívia  Azevedo Oliveira,Indaiatuba
139612,Leandro Raul Gomes ,Nioaque
139613,Janaina Ayla Cordeiro ,Flor da Serra do Sul
139614,Úrsula Samara Borges Castro,Três Palmeiras
139615,Simone  Meireles Ramos,Amajari
139616,Rafaela Fabiana Navarro Paiva,Cedral
139617,Raul William Farias ,São João do Paraíso
139618,Pablo  Siqueira Moreira,Varzelândia
139619,Ximena  Lopes Camargo,Novo Horizonte do Oeste
139620,Franciele  Xavier Dantas,São Nicolau
139621,Heloísa  Tavares Moreira,Ibicaré
139622,Davi Kleber Ramalho ,São Felipe
139623,Wesley Dominic Loureiro ,Guapiara
139624,Silvio Cristiano Espíndola ,Porto Real do Colégio
139625,Talita Isadora Chaves Assis,Paraisópolis
139626,Cláudio Cadu Nunes Lopes,Montes Claros de Goiás
139627,Daniela Ayla Rodrigues ,Leandro Ferreira
139628,Kleber César Figueiredo Nascimento,Pedra Bela
139629,Ubirajara Valentin Oliveira ,Carutapera
139630,Vitor Jorge Assis Machado,Pereiro
139631,Cauã Gael Monteiro ,Santa Filomena
139632,Ornella Geovana Martins Camargo,Ourém
139633,Igor  Castro Castro,Jaupaci
139634,Augusto  Rezende Cardoso,Recife
139635,André  Lins Meireles,São Nicolau
139636,Lara Tereza Batista ,Porto Alegre
139637,Gustavo Jefferson Vieira Cavalcante,São Paulo
139638,Saulo Bernardo Monteiro ,Nova Europa
139639,Odete Andressa Vieira ,Rio de Janeiro
139640,Joaquim William Guimarães ,Geminiano
139641,Zaqueu Wagner Portela Espíndola,Recife
139642,Kaique Henrique Cabral Miranda,Santa Isabel
139643,Dante Orlando Nunes ,Cacimba de Areia
139644,Cristian  Quaresma ,Itaguaçu da Bahia
139645,Matheus  Domingues Espíndola,Palmares
139646,Joana Luciana Moraes Damasceno,Codó
139647,Bernardo  Portela Bezerra,Boa Vista do Incra
139648,Tadeu  Pacheco Prado,Barreira
139649,Yasmin  Ramalho Guimarães,Recife
139650,Leandro Matheus Santana ,Carmolândia
139651,Enzo  Borges ,São Benedito do Rio Preto
139652,Queila  Junqueira Silva,Pastos Bons
139653,Alan Wallace Pimentel ,Dores do Rio Preto
139654,Alice Simone Rangel Lacerda,Abadia de Goiás
139655,Vinícius Tadeu Abreu Chaves,Viçosa
139656,Tatiane Vanessa Portela ,Lavandeira
139657,Dandara  Lacerda Cerqueira,Rio de Janeiro
139658,Wesliane  Quintana Ramalho,Quatro Irmãos
139659,Xavier Bernardo Franco ,Mãe d'Água
139660,Olívia Suelen Lopes Gomes,Belo Horizonte
139661,Fabiana Letícia Araújo Carvalho,Carutapera
139662,Bruno Noel Loureiro Gomes,Argirita
139663,Gustavo  Campos Abreu,Ipecaetá
139664,Alexandre Leandro Pacheco Pimentel,Amparo do Serra
139665,Carla  Loureiro Vasconcelos,Rio de Janeiro
139666,Carla Kátia Ribeiro Caldas,Corupá
139667,Eduarda Mônica Batista ,Assis Chateaubriand
139668,Nádia Yasmin Dantas Castro,Rodrigues Alves
139669,Mariana Waleska Vasconcelos ,Rio Doce
139670,Lavínia Alessandra Junqueira ,Recife
139671,Bárbara Lara Dantas ,Itapuã do Oeste
139672,Nicole Isadora Barbosa Correia,Caririaçu
139673,Enzo Flávio Beltrão Lacerda,Vereda
139674,Lorenzo Tadeu Peixoto ,Paulistas
139675,Heloísa Laís Rocha Coelho,Lobato
139676,Afonso  Santana Melo,Taquarussu
139677,Eduardo Eduardo Ferreira Lima,Itatinga
139678,Marcelo Cláudio Noronha ,Equador
139679,Caio  Araújo Macedo,Eliseu Martins
139680,Alan Augusto Gomes Ferreira,Itapuí
139681,Antônio Zion Esteves ,Corrente
139682,Danilo  Bragança Nascimento,Palmeira dos Índios
139683,Zaqueu  Lacerda Azevedo,Sertãozinho
139684,Douglas Xavier Borges Barros,Diamantino
139685,Matheus  Cabral ,Varginha
139686,Diego Flávio Pimentel Sales,Ruy Barbosa
139687,Andressa Yara Vasconcelos ,Recife
139688,Gustavo  Lopes Cardoso,Fortaleza
139689,Gustavo  Miranda Mansur,Brasília
139690,Vitor  Assis Fontes,Cícero Dantas
139691,Otávio  Souza Ferreira,Sete Barras
139692,Juliano Bernardo Farias ,Rio de Janeiro
139693,Emerson Valentin Chaves ,São Paulo
139694,Patrick Lucas Quaresma ,Itaporã do Tocantins
139695,Quitéria Michele Pacheco ,Mandaguari
139696,Lavínia Flávia Rossi ,Curitiba
139697,Patrícia  Azevedo ,Salvador
139698,Valter Breno Viana Rossi,São Marcos
139699,Caio Ricardo Assis Franco,Venâncio Aires
139700,Paloma Verônica Dantas ,Santo Antônio do Tauá
139701,Sérgio Noel Ramos Magalhães,Cândido de Abreu
139702,Adriano Rodrigo Coelho ,São Domingos
139703,Raquel  Ferreira Miranda,Milhã
139704,Caio Valentina Castro Brandão,Anagé
139705,Daniel Moacir Cavalcante Souza,Tubarão
139706,Washington Washington Peixoto ,Itaqui
139707,Isabela  Lacerda Queiroz,Santa Isabel do Rio Negro
139708,Antônio  Batista Santana,Brasília
139709,Bruno  Figueiredo Vieira,Campinaçu
139710,Kátia  Cunha ,Paraibano
139711,Murilo  Santos ,Rio de Janeiro
139712,Samara Valentina Cordeiro Marques,Avelino Lopes
139713,Quirino Hugo Valente Toledo,Jataúba
139714,Wagner Cristian Santos ,Grajaú
139715,Tomás  Navarro Sales,São João das Missões
139716,Valentin  Quintana ,Salvador
139717,Daniel Bernardo Beltrão Silva,Boa Esperança do Norte
139718,Augusto Ramon Beltrão Leite,Maxaranguape
139719,Afonso Hugo Guimarães ,Brasília
139720,Rebeca Jéssica Quintana Queiroz,São Paulo
139721,Queila Érica Cerqueira ,Santo Antônio do Içá
139722,Zaid  Cardoso Junqueira,Santa Lúcia
139723,Luciana Denise Andrade ,Santana do São Francisco
139724,André Ricardo Espíndola Junqueira,Ascurra
139725,Mônica  Xavier Costa,Borrazópolis
139726,Kátia  Machado Rossi,Cristianópolis
139727,Yuri Danilo Cabral Franco,Rubiataba
139728,Pietra Wesliane Gomes ,Cambará
139729,Bárbara  Cordeiro Fontes,Montes Altos
139730,Moacir  Bittencourt Cunha,Monte Castelo
139731,Lucas Paulo Barbosa ,Hulha Negra
139732,Leandro Edson Melo ,São Braz do Piauí
139733,Mirela Lara Zanetti Rocha,João Alfredo
139734,Tomás  Lopes Santos,Porto Alegre
139735,Bruna Bárbara Martins Frota,São Paulo
139736,Cristiane  Campos ,Juruá
139737,Cauã  Neves ,Buriti dos Montes
139738,Enzo Murilo Cabral Bragança,Santaluz
139739,Brenda Samara Leite ,Nova Maringá
139740,Vicente  Figueiredo Domingues,Terezinha
139741,Ramon Zaid Farias Damasceno,Monte Santo de Minas
139742,Daiane Érica Rezende ,Gália
139743,Mirela Davi Chaves ,Abadia dos Dourados
139744,Fernanda Graziella Garcia Bittencourt,Campos Lindos
139745,Cristiane Lara Jardim Rangel,Manaus
139746,Érica Heitor Cordeiro ,Planalto
139747,Kauã Ricardo Espíndola ,Coité do Nóia
139748,Breno Zion Ortega ,Morrinhos do Sul
139749,Daiane  Figueiredo ,São João Batista
139750,Catarina  Coelho ,Alto Paraíso
139751,Alice Waleska Drummond ,Oratórios
139752,Franciele Bianca Ortega ,Canapi
139753,Paulo Thiago Caldas Ibiapina,Rio de Janeiro
139754,Emanuelle Quitéria Freitas Teixeira,Novo Oriente de Minas
139755,Hugo Pedro Rangel Lima,Jandaia do Sul
139756,Vitor Theo Ribeiro Leite,Porto Alegre
139757,Jamile Yasmin Pinto Azevedo,Espera Feliz
139758,Roberto Valentin Figueiredo ,Lagoa dos Patos
139759,Quitéria  Pacheco Bragança,Ibicuitinga
139760,Cauã  Cerqueira Rezende,Palmeira do Piauí
139761,Sérgio Eric Frota ,Oliveira dos Brejinhos
139762,Zion Heitor Meireles ,Recife
139763,Verônica Denise Barbosa Haddad,Santa Inês
139764,Zara  Cavalcante Navarro,Cortês
139765,Zenaide Brenda Cabral Fontes,Santo Antônio do Jacinto
139766,Lívia Denise Martins Quintana,Conceição dos Ouros
139767,Alana Brenda Costa ,Cariré
139768,Sara Betina Jardim Vieira,São Leopoldo
139769,Thiago Maurício Navarro Bittencourt,Juatuba
139770,Larissa Yasmina Aguiar Viana,Fortaleza
139771,Yohana Gisele Portela ,Cachoeira dos Índios
139772,Juliano  Ramos Melo,Santa Maria das Barreiras
139773,Breno Gabriel Navarro ,São Paulo
139774,Afonso  Moura ,Curitiba
139775,Jonathan Rafael Sampaio ,Vista Alegre
139776,Adriana  Valente ,Serra do Ramalho
139777,Tadeu Moacir Vieira Beltrão,Recife
139778,Ramon Antônio Reis ,Presidente Dutra
139779,Odete Ingrid Martins Guedes,Porto Alegre
139780,Diego Matheus Barbosa ,Parari
139781,Valter Miguel Costa Esteves,Monte Alegre
139782,Israel  Neves Paiva,Icaraí de Minas
139783,Helena Zilda Ramos Duarte,Belo Horizonte
139784,Orlando  Farias Damasceno,Recife
139785,Evelyn Queila Rangel Gomes,Paulistana
139786,Isabela  Ribeiro Gusmão,Itapecuru Mirim
139787,William  Lins Portela,Manaus
139788,Douglas Eric Viana Esteves,Araruama
139789,Juliano Afonso Cavalcante ,Atibaia
139790,Ubirajara  Barbosa Jardim,Ijuí
139791,Isabela Valéria Araújo ,Bocaiúva
139792,Ingrid Kelly Rodrigues Gomes,Nova Boa Vista
139793,André Bruno Lopes Leite,Dom Cavati
139794,João Murilo Rossi ,Pacoti
139795,Dandara  Rodrigues ,Afuá
139796,Cristiane  Ribeiro Lopes,Entre Rios
139797,Zaqueu Juliano Cavalcante ,São Miguel das Matas
139798,Miguel  Camargo ,Palmares
139799,Bernardo  Reis Nascimento,João Câmara
139800,Eduardo  Lima Valente,Campos Sales
139801,Cadu  Neves Teixeira,Porto Alegre
139802,Andressa Samara Paiva ,Fortaleza
139803,Darlan Rafael Machado Dantas,Tucano
139804,Felipe Danilo Nunes Beltrão,Barra do Quaraí
139805,Davi Ramon Batista Pacheco,São Pedro da União
139806,Enzo  Ramalho Gusmão,Moreira Sales
139807,Alessandro Quirino Franco Batista,Belo Horizonte
139808,Eduarda  Moura ,Bonito
139809,Otávio  Quintana Damasceno,Curitiba
139810,Kauã  Pinto Cavalcante,Professor Jamil
139811,Cauã Quirino Zanetti ,Mariana
139812,Darlan  Neves Bragança,Itaúba
139813,Tainá Gisele Rezende ,Ibicaraí
139814,Cláudio Xavier Espíndola Quaresma,Itá
139815,Israel  Loureiro Cardoso,Ibiara
139816,Yuri Carlos Quaresma ,Canhoba
139817,Oscar William Cardoso Abreu,Fortaleza
139818,Madalena Emanuelle Sales Henriques,União do Oeste
139819,Jonas  Abreu Macedo,São Paulo
139820,Valentin  Bezerra Pereira,Tramandaí
139821,Eric  Cavalcante Ramos,Dois Irmãos do Buriti
139822,Oscar  Miranda Cunha,Lagoa dos Gatos
139823,Evelyn Janaina Zanetti Camargo,Boa Vista do Incra
139824,Amanda Betina Machado Noronha,Itutinga
139825,Darlan  Queiroz Paiva,Paes Landim
139826,Luana Samara Miranda Aguiar,Belém
139827,Quirino Joaquim Lins ,Fortaleza
139828,Rodrigo  Dias Henriques,Flexeiras
139829,Flávio Miguel Pinto Vieira,São Paulo
139830,Lorenzo  Frota Reis,Pará de Minas
139831,Miguel  Vasconcelos Tavares,Sítio do Quinto
139832,Suelen Geovana Meireles Xavier,Xaxim
139833,Pedro Valentin Bittencourt Ribeiro,Capitão Gervásio Oliveira
139834,Jorge Roberto Junqueira ,Fernandópolis
139835,Rian Juliano Toledo ,Belo Horizonte
139836,Flávia Graziella Rossi ,Pindoba
139837,Douglas  Santos ,Ibaté
139838,Zion  Pacheco ,São Miguel dos Campos
139839,Camila  Cerqueira Vasconcelos,Várzea do Poço
139840,Carla Rebeca Guimarães Pacheco,Fortaleza
139841,Orlando  Rezende Pimentel,Ciríaco
139842,Beatriz Emanuelle Vieira Silva,Bodoquena
139843,Douglas  Silva Melo,Cachoeira de Minas
139844,Theo Zaqueu Valente ,Presidente Castelo Branco
139845,Leandro Heitor Lima Toledo,Águas Belas
139846,Dante Valentin Haddad Loureiro,Manaus
139847,Emanuelle Nádia Paiva Rossi,Araraquara
139848,Zion  Portela Cavalcante,São João da Ponta
139849,Rafael  Batista Damasceno,Guairaçá
139850,Valter Rian Magalhães Moraes,São Vicente
139851,Bruno Adriano Martins Viana,Nova Olímpia
139852,Andressa Alessandra Queiroz ,Recife
139853,Cristian Ueliton Machado ,Buri
139854,Emerson Maurício Chaves Souza,Ubiratã
139855,Rian  Pimentel Caldas,Ribeirópolis
139856,Manoel Orlando Quaresma Machado,Tefé
139857,William Flávio Tavares ,Restinga
139858,Betina Lorena Guimarães ,Varginha
139859,Wallace Felipe Pimentel Batista,Manaus
139860,Wesley Tomás Andrade Vieira,Camacan
139861,Iris  Andrade Damasceno,Seara
139862,Yuri Antônio Neves ,Carazinho
139863,Wanessa  Dias ,Porteiras
139864,Aurora Andressa Lacerda Dias,Gameleiras
139865,Benício  Queiroz Sales,Putinga
139866,Felipe  Sales Cabral,Montauri
139867,Israel Leandro Cardoso ,Itaberá
139868,Kamilly Betina Fontes ,Itacarambi
139869,Dominic  Ribeiro Zanetti,Matina
139870,Esther  Costa Cabral,Felipe Guerra
139871,Pietro Rodrigo Bittencourt ,Gouveia
139872,Douglas  Pereira Vasconcelos,Vigia
139873,Estevão Rogério Brandão Ferreira,São Paulo
139874,Andressa Eloá Klein Souza,São Paulo
139875,Henrique  Esteves Santana,Rancho Alegre
139876,Tomás  Almeida Aguiar,Cornélio Procópio
139877,Elias Rian Leite Cardoso,Pombos
139878,Paulo Juliano Teixeira Cunha,Vespasiano Corrêa
139879,Tatiane Bianca Bezerra Andrade,Ribeira
139880,Ornella  Brandão Neves,Quixeramobim
139881,Maria Bianca Duarte Franco,Valente
139882,Talita Daniela Sampaio ,Marechal Thaumaturgo
139883,Vanessa Rebeca Assis ,Santa Bárbara
139884,Francisco  Ramos Barbosa,Brasília
139885,Eric  Lins Bittencourt,Santa Rita de Minas
139886,Renato Theo Pereira ,Comendador Levy Gasparian
139887,Heitor Arthur Silva Moraes,Riachinho
139888,Rebeca Eloá Cabral Junqueira,São Vicente do Sul
139889,Orlando Jorge Lins Lopes,Cedro
139890,Flávio Gabriel Moura Vieira,Rafael Godeiro
139891,Washington Sebastião Araújo ,São Sebastião do Maranhão
139892,Suelen  Barbosa Sales,Amélia Rodrigues
139893,Dandara  Mansur Gomes,Porto Seguro
139894,Antônio Darlan Xavier Magalhães,Volta Grande
139895,Yuri Gabriel Pietro Moreira Martins,Santa Cruz de Minas
139896,Wesliane  Zanetti ,Gararu
139897,Arthur  Espíndola Ramalho,São Paulo
139898,Daniel  Oliveira Garcia,Brasília
139899,Flávia Natália Zanetti Queiroz,Conceição do Canindé
139900,Otávio Renato Rangel Damasceno,Novo Horizonte do Norte
139901,Caio  Lima Lins,Monte Negro
139902,Marcos  Teixeira Meireles,Forquetinha
139903,Leandro Yuri Lopes Toledo,Cianorte
139904,Bruno Breno Freitas ,Ibiaí
139905,Douglas  Jardim Nunes,Mari
139906,João Felipe Loureiro Toledo,Cametá
139907,Francisco Juliano Barbosa ,Tenente Portela
139908,Diego  Lins Lopes,Angicos
139909,Henrique Marcos Moraes Miranda,Soledade
139910,Zaqueu  Marques Duarte,Turvânia
139911,Leandro Tadeu Xavier ,Ametista do Sul
139912,Andressa Pietra Aguiar Junqueira,Francisco Morato
139913,Adriano  Costa ,Felisburgo
139914,Rebeca  Pimentel Rossi,Fernando Prestes
139915,Betina Kamilly Chaves Siqueira,Palmitos
139916,Estevão Maurício Neves Guimarães,Aceguá
139917,Rita Eduarda Caldas ,Capim Branco
139918,Francisco William Moraes ,Fazenda Vilanova
139919,Kátia  Ortega Bittencourt,Rio de Janeiro
139920,Thiago Diego Gomes ,Itanhaém
139921,Kamilly Kátia Macedo Xavier,Formosa
139922,Kelly  Ramalho ,Paramirim
139923,Enzo Pietro Reis ,Minas do Leão
139924,Alessandro Roberto Cordeiro ,Ouro Verde de Minas
139925,Tadeu Fábio Moura ,Carira
139926,Jéssica Joana Meireles ,Salvador
139927,Esther  Carvalho ,Natividade
139928,Murilo Sérgio Cerqueira ,Selbach
139929,Amanda  Lima ,Assaí
139930,Sérgio Zaid Pereira Carvalho,Florínia
139931,Zaqueu  Teixeira Xavier,Aurora do Tocantins
139932,Cíntia Vitória Miranda Bittencourt,São João do Pacuí
139933,Michele  Rezende Barros,Itagimirim
139934,Raul Alan Rocha ,Siderópolis
139935,Cristian  Pacheco Barbosa,Corumbaíba
139936,Cauã  Ribeiro Aguiar,Salto Grande
139937,Danilo Renato Castro ,Pindamonhangaba
139938,Lorena  Araújo Neves,Francisco Santos
139939,Marcos Antônio Reis ,Almas
139940,Dante Ricardo Correia Teixeira,Nova Crixás
139941,Ágatha  Neves ,São Gonçalo dos Campos
139942,Nicolas  Gomes Domingues,Cuité de Mamanguape
139943,Samuel  Lacerda ,Ouriçangas
139944,Jéssica  Gonçalves ,Barroso
139945,Benício Henrique Rezende ,Tabatinga
139946,Raul Flávio Batista ,São João do Polêsine
139947,Xavier  Santana ,Manaus
139948,Ingrid Alana Abreu ,Ribeirão dos Índios
139949,João Vitória Leite Queiroz,Nicolau Vergueiro
139950,Diego  Junqueira Valente,Peabiru
139951,César Pietro Reis ,Liberdade
139952,Flávia  Cardoso Dias,Brasília
139953,Jonas  Caldas Machado,Grajaú
139954,Raquel Yasmina Aguiar ,Uru
139955,Samuel  Abreu Magalhães,Manoel Viana
139956,Caio Fábio Navarro ,Itapetininga
139957,Zion  Valente ,Cruzália
139958,Mateus Tomás Monteiro Vieira,Sananduva
139959,Marcelo Ricardo Beltrão ,Joinville
139960,Leonardo  Ramalho Quaresma,Belo Horizonte
139961,Carlos Igor Macedo ,União dos Palmares
139962,Letícia  Meireles Gomes,Jaraguá do Sul
139963,Saulo Joaquim Cerqueira Cunha,Quadra
139964,Heloísa Lara Sales ,Barra do Garças
139965,Kelly Pietra Pinto Klein,Pedra Preta
139966,Carlos Leonardo Macedo ,Céu Azul
139967,Zenaide Geovana Azevedo ,Trombudo Central
139968,Moacir  Monteiro Frota,Peixe-Boi
139969,Edson Silvio Klein ,Fonte Boa
139970,Mônica  Gomes Andrade,Campos dos Goytacazes
139971,Isadora  Rodrigues Moraes,Realeza
139972,Emanuelle  Viana Xavier,São Gonçalo dos Campos
139973,William Leonardo Duarte ,Águas de Lindóia
139974,Quirino Vicente Tavares Campos,Salvador
139975,Xavier  Vieira ,São Paulo
139976,Gisele Úrsula Nunes Ibiapina,Mangueirinha
139977,Daiane Sabrina Prado ,Santa Quitéria do Maranhão
139978,Vitor Augusto Coelho Noronha,Capivari do Sul
139979,Quitéria  Ortega Damasceno,São Lourenço da Serra
139980,Zilda Aliani Andrade ,Rinópolis
139981,Tadeu Sérgio Toledo Campos,Cachoeira Alta
139982,Gabriel  Caldas Haddad,José Boiteux
139983,Rafael  Garcia Ferreira,Cedro
139984,Iolanda Carla Teixeira ,Coronel João Pessoa
139985,Antônio Zaid Aguiar Azevedo,Junco do Maranhão
139986,Bernardo Elias Caldas ,Picuí
139987,Elias  Gomes Henriques,Rio de Janeiro
139988,Wagner  Carvalho Duarte,São Paulo
139989,Marcelo Douglas Guedes Lins,São Sebastião do Caí
139990,Ulisses William Dias ,Ipueiras
139991,Diego Eduardo Prado ,Gongogi
139992,Camila Aliani Ferreira Almeida,Valença do Piauí
139993,Estevão Jefferson Beltrão Peixoto,São José da Laje
139994,Juliana  Bezerra Carvalho,Salvador
139995,Eduarda  Moreira Cardoso,Luiziana
139996,Arthur  Nunes ,Nova Campina
139997,Alice Tainá Gomes Gomes,Vila Boa
139998,Beatriz  Bittencourt Borges,Nova Belém
139999,Kauã Jefferson Rangel Aguiar,Aiuaba
140000,Yuri Noel Cardoso Cerqueira,São Paulo
140001,William Wesley Lima ,Ribeirão Grande
140002,Oscar Allan Lima ,São Simão
140003,Renata  Teixeira Nascimento,Morpará
140004,Vicente  Drummond Coelho,Jaguari
140005,Jonas João Gusmão ,Santa Luzia D'Oeste
140006,Maurício Augusto Tavares ,Borrazópolis
140007,Viviane  Machado Leite,Viamão
140008,Henrique Zaid Beltrão ,Lavandeira
140009,Janaina  Magalhães Pereira,Novo Lino
140010,Queila  Ramos Costa,Vargeão
140011,Eduardo Afonso Sampaio Domingues,Prado
140012,Nádia Carla Pinto ,Alagoa
140013,Ulisses Tomás Damasceno Ribeiro,Agudo
140014,Silvio Felipe Meireles Castro,São João do Tigre
140015,Daniela Rebeca Costa Bragança,Novo Machado
140016,Natália Karen Meireles Nunes,Manaus
140017,Matheus Yuri Gabriel Beltrão Chaves,Recife
140018,Breno  Moreira Vieira,Alto Jequitibá
140019,Wesley Manoel Xavier Cordeiro,Brasília
140020,Paulo Ramon Rezende Sampaio,São Paulo
140021,Natália  Macedo Melo,Pedra Branca
140022,Pablo  Duarte Carvalho,Concórdia do Pará
140023,Dante Alexandre Rossi Espíndola,Plácido de Castro
140024,Gabriel Douglas Ferreira Souza,Abelardo Luz
140025,Ricardo Sebastião Macedo Espíndola,Chavantes
140026,Vitor Israel Pacheco ,Mário Campos
140027,Uilma  Gomes Ferreira,Catas Altas da Noruega
140028,Vitor Leonardo Rocha ,Horizonte
140029,Sara Camila Abreu ,Cardoso Moreira
140030,Janaina Geovana Pacheco ,Itapiúna
140031,Vitória Ayla Moura Azevedo,Trairi
140032,Letícia  Prado ,Pedra Lavrada
140033,Ian Zion Araújo Nunes,Felixlândia
140034,Márcio Ricardo Ibiapina ,Utinga
140035,Joana Fernanda Drummond Assis,São Paulo
140036,Pablo André Ortega Melo,Embu das Artes
140037,Nayara Sara Santana Garcia,Diamante do Sul
140038,Enzo Kleber Melo ,Felisburgo
140039,Mirela  Queiroz Prado,Itu
140040,Cristiano Henrique Zanetti ,Rio de Janeiro
140041,Letícia  Carvalho Leite,Dormentes
140042,Manoel  Barbosa Ramalho,Nova Granada
140043,Luciana Viviane Sales ,Taubaté
140044,Luan Bruno Oliveira Ramos,Macambira
140045,Pietro Renato Fontes Drummond,Perolândia
140046,Nádia Esther Lacerda ,Curitiba
140047,Eduarda Melissa Bittencourt ,Ibiraci
140048,Esther Odete Borges Macedo,Porto Alegre
140049,Valter João Loureiro Reis,Itacuruba
140050,Manuela  Melo Abreu,Divinópolis do Tocantins
140051,Valter  Valente Toledo,Recife
140052,Fábio  Almeida Sampaio,Taipas do Tocantins
140053,Fábio  Silva Toledo,Brejões
140054,César Oscar Meireles Leite,Montanhas
140055,Marcos Alexandre Ramalho ,Coxilha
140056,André Adriano Batista Loureiro,Riachão do Jacuípe
140057,Cristiano Orlando Azevedo Rodrigues,Recursolândia
140058,Rayssa Luana Gomes ,São Domingos
140059,Lucas Rian Prado ,Nazária
140060,Emanuelle  Guimarães Magalhães,Macaparana
140061,Ximena Gabriela Klein Domingues,Nova Xavantina
140062,Giovana Zenaide Cerqueira ,Luciara
140063,Lázaro  Ribeiro Frota,Jaboti
140064,Gabriela  Ferreira ,Tacima
140065,Pablo  Vieira Duarte,Itarana
140066,Luiz  Quintana ,Ipirá
140067,Márcio Thalita Klein Cavalcante,Curitiba
140068,Roberto  Henriques Neves,São Gotardo
140069,Lucas Wallace Machado ,Erebango
140070,Cláudio Jonas Franco Fontes,Mairiporã
140071,Ueliton Pedro Quintana Siqueira,São Félix do Coribe
140072,Daniel  Quaresma Marques,Ronda Alta
140073,Maurício Rodrigo Moraes Rezende,Prudente de Morais
140074,Valter Vitor Henriques Borges,Vacaria
140075,Aliani Madalena Lacerda ,Canhoba
140076,Eric Washington Sampaio Melo,Ibirubá
140077,Emerson Moacir Duarte ,Abel Figueiredo
140078,Simone  Brandão Campos,Palmeira do Piauí
140079,Orlando  Beltrão Neves,Igarapé-Miri
140080,Franciele Rayssa Borges ,Nova Redenção
140081,Marcos Enzo Ibiapina Henriques,Cardoso Moreira
140082,Ricardo Kleber Pereira ,Aracruz
140083,Zaid  Domingues Silva,Alcinópolis
140084,Renata  Rocha ,Landri Sales
140085,Manoel  Farias Monteiro,Junco do Maranhão
140086,Larissa Isabela Moreira ,Paiçandu
140087,Nicole  Jardim Souza,Recife
140088,Silvio  Nunes Melo,Quijingue
140089,Lorenzo Yago Miranda Pimentel,Ponto Chique
140090,Nicolas  Ramalho Noronha,Marques de Souza
140091,Vanessa Adriana Moura Macedo,Juruti
140092,Maurício  Viana Leite,Acará
140093,Odete Gabriela Siqueira ,Flórida
140094,Cíntia Rogério Ramos Gonçalves,Salvador
140095,Valter Xavier Santos Santana,Brazabrantes
140096,Andressa Ornella Bezerra ,Araraquara
140097,Zaqueu Yuri Gabriel Junqueira ,Mambaí
140098,Aline  Ortega Dias,Óbidos
140099,Manuela  Borges ,Jucati
